Year,Month,Fuel Type,Quantity,UNIT
2026,January,Coal & Lignite,1144.810624,GWh
2026,January,Natural Gas,10115.912563,GWh
2026,January,Diesel,2.127,GWh
2026,January,Imported,2674.997,GWh
2026,January,Renewable Energy,2224.600187,GWh
2026,February,Hydro Electricity,901.71,GWh
2026,February,Fuel Oil,0,GWh
2026,February,Coal & Lignite,1446.828957,GWh
2026,February,Natural Gas,11298.654476000002,GWh
2026,February,Diesel,0.668,GWh
2026,February,Imported,2298.912,GWh
2026,February,Renewable Energy,1955.146595,GWh
2026,March,Hydro Electricity,1148.386,GWh
2026,March,Fuel Oil,0,GWh
2026,March,Coal & Lignite,1899.63814,GWh
2026,March,Natural Gas,12380.725288000001,GWh
2026,March,Diesel,1.182,GWh
2026,March,Imported,3202.459,GWh
2026,March,Renewable Energy,2296.819516,GWh
2026,April,Hydro Electricity,963.368,GWh
2026,April,Fuel Oil,0,GWh
2026,April,Coal & Lignite,2245.83875,GWh
2026,April,Natural Gas,13181.957170999998,GWh
2026,April,Diesel,2.155,GWh
2026,April,Imported,2928.975,GWh
2026,April,Renewable Energy,2136.316583,GWh
2026,May,Hydro Electricity,752.202,GWh
2026,May,Fuel Oil,1,GWh
2026,May,Coal & Lignite,2237.1286,GWh
2026,May,Natural Gas,13263.608922,GWh
2026,May,Diesel,1.475,GWh
2026,May,Imported,3388.621,GWh
2026,May,Renewable Energy,1982.025965,GWh
2026,June,Hydro Electricity,605.71,GWh
2026,June,Fuel Oil,0,GWh
2026,June,Coal & Lignite,2146.4302,GWh
2026,June,Natural Gas,12829.11435,GWh
2026,June,Diesel,6.218,GWh
2026,June,Imported,3136.355,GWh
2026,June,Renewable Energy,2081.319472,GWh
